cycle,capacity,soh,avg_voltage,max_voltage,min_voltage,avg_current,avg_temp,max_temp,discharge_time
37,1.7829230484252723,96.03744299218224,3.557015527748059,4.200012480335,2.6617272246516333,-1.922048805055383,31.48874626238971,38.07252758016199,357
38,1.7730337158018288,95.50475246530081,3.5562481933590964,4.1992373656547874,2.699288287625812,-1.9162302821549877,31.329995610092634,37.80133585100446,356
39,1.773037755078937,95.50497004162602,3.5532756526091784,4.1993957811187075,2.6127932408838532,-1.9220800182578983,31.569551201845574,38.39873985476869,355
40,1.7678721106662054,95.22672175646096,3.556266431640255,4.1995786980260705,2.6637064901468075,-1.9162417890311958,32.111426258867944,38.74929237918251,355
41,1.7623150704093087,94.92739086983165,3.5563095420140822,4.199546957512695,2.6668454289754746,-1.9158809823517762,32.271676011112376,38.87275464755104,354
42,1.7676172924938447,95.21299593373234,3.558950851054106,4.194091469340824,2.684431051981017,-1.9114406265753041,31.842291659678658,38.503541429116005,179
43,1.762668359743147,94.94642085785509,3.5534418211598053,4.200715235801255,2.645224362345869,-1.9158166997544155,31.759815453754253,38.27009094548294,354
44,1.7517304870664143,94.35725054869607,3.5510121537420285,4.1990980807180325,2.6603527244917,-1.9151304155635374,31.41911167391793,38.11684755251712,352
45,1.7418496047960008,93.82501520146927,3.551317608213948,4.199398534411534,2.6926849789916263,-1.9148485784393638,31.331626572312267,38.04152715355532,350
46,1.7360913511847138,93.51484592444021,3.549003180550162,4.199122915612965,2.670544734728978,-1.9144128654409127,31.35934131425137,38.17980302242767,349
47,1.7936240148573608,96.61385230754256,3.5597648340955175,4.190409478081396,2.605158060541757,-1.9388813849818083,34.31088483888259,40.71218198711114,356
48,1.7831890223273275,96.05176972012408,3.5623454342368555,4.199933846791869,2.672012007453096,-1.927509725704535,33.43585640373788,39.885261233152924,356
49,1.7673642076278957,95.19936347583841,3.558336657621618,4.199365021329158,2.674271233724938,-1.9267185977839403,32.66698125020078,39.18287352945846,353
50,1.7570177850353066,94.64205172265511,3.554013138622869,4.19902365945384,2.6309416727017187,-1.9261308349663746,32.28423408691397,38.951564804030774,351
51,1.7468706179837907,94.09547290193551,3.552376095886298,4.199432142144215,2.6629725743154204,-1.9202346781375206,32.00739178780946,38.607510759873634,350
52,1.7417172507457144,93.81788592880078,3.549618661283733,4.199640922827531,2.612942119873717,-1.9201011498853633,32.06387071886056,38.920359903369054,349
53,1.7364225056478186,93.53268361401415,3.54938103086703,4.199305653118061,2.6157198442661476,-1.9144278105456467,32.43754560319043,39.23273115358871,349
54,1.7263217239235826,92.988603346571,3.5472118680418956,4.198949734540481,2.6287695472774453,-1.908340706503589,32.16809876635083,38.964927068400804,348
55,1.7158065389330133,92.42220117908766,3.5467052098640246,4.19834220599025,2.6655106679421823,-1.902207182631691,32.05752645824972,38.83927283461771,347
56,1.710533351135192,92.13816005181208,3.544629653883431,4.198995776266302,2.650495153350403,-1.9020484449938713,31.975920928072714,38.82796377704433,346
57,1.706014499648521,91.89475137389712,3.5436291614253204,4.19916986492694,2.643236235233877,-1.8964907679062355,32.21689335291319,39.14007944734004,346
58,1.7003110272642588,91.58753289666399,3.5444946147995258,4.199246833083063,2.656450207001938,-1.895971437908019,32.55632993697177,39.349611598028886,345
59,1.6945798601797895,91.27882263985312,3.5409201846556857,4.1992551886401595,2.626177688152069,-1.8899648799839277,32.40048085325998,39.29444535878087,345
60,1.6849029086609286,90.75757205607074,3.541195668799061,4.199610827671791,2.6582230344240045,-1.8893703824420507,32.29371860868794,39.10487658009542,343
61,1.6744741591159717,90.19582574806932,3.540671044783382,4.1994453812630566,2.695100237338448,-1.8776883243431417,32.136071448067796,39.0462609369598,343
62,1.6745692479879102,90.2009477257823,3.5376048790268775,4.198991968341307,2.639091813583503,-1.8831065986697755,32.38268549723498,39.398032192832,342
63,1.663716375981405,89.6163559916933,3.538422485261741,4.197785116892181,2.6857210282450983,-1.876359921441716,32.30899951427637,39.10678394120843,341
64,1.659013868748246,89.3630546668135,3.53928626988912,4.201331130571617,2.69017866510873,-1.8709550260104437,32.56636929496716,39.44448954135193,341
65,1.6538540573335014,89.08512057704355,3.533690170241391,4.199339974904826,2.639895313359579,-1.8705599868289542,32.46542951751835,39.509602016775695,340
66,1.642653782130131,88.48181591266643,3.534367734544495,4.198916244859707,2.68991452927918,-1.8640049795794804,32.347056454418095,39.334865362245324,339
67,1.6378578430223698,88.22348186450748,3.5312941932103548,4.198537488587242,2.65935818848874,-1.8636932149873204,32.371538940646154,39.43723270017243,338
68,1.6327350407099108,87.94754127611387,3.5309134771684274,4.198943932259475,2.6657030585650423,-1.857820396301907,32.45549347979197,39.51375235624076,338
69,1.6277528915533617,87.67917699307695,3.5287226893409893,4.199579806494986,2.642986759012803,-1.8572160981955346,32.50017194695606,39.60170302810528,337
70,1.622125485521159,87.37605584239753,3.52625493581969,4.198782234828033,2.6311169118893036,-1.8568340008006827,32.50100298369444,39.687463597582074,336
71,1.6113256603765849,86.79432148624366,3.528684324337005,4.19910517813207,2.696157404617167,-1.8448886500218815,32.4728927422438,39.53535075538898,336
72,1.6065631397488385,86.53778753000239,3.525556939424901,4.198510853141954,2.6667596238241567,-1.8444180038305806,32.50480154634882,39.6502371632164,335
73,1.6015142233917594,86.26582682073705,3.5226805646793737,4.198732430468704,2.6403185448373043,-1.8438790389835118,32.51218336210202,39.69929058154853,334
74,1.590369231400328,85.66549999565574,3.524673458789008,4.198799630396931,2.69892986372897,-1.83711254029409,32.45692821941515,39.56076309770468,333
75,1.5857889968242211,85.4187849075412,3.5213155754526824,4.198753541225669,2.6682466504352993,-1.8315957075983758,32.447059186431154,39.63708096307912,333
76,1.5849430707374117,85.37321895986369,3.51803386486462,4.200309982421394,2.6479207279724903,-1.8311195242792309,32.32889654966259,39.43977047692484,333
77,1.5955263892495937,85.94329115068511,3.5236841955396794,4.201124089732316,2.6741633856529066,-1.8432799764914718,32.84488475360107,39.839022256254516,333
78,1.5747301747801037,84.82309964083233,3.519146638240668,4.198150316653697,2.6892528956736257,-1.829798505957538,32.31731555011648,39.41794949618613,331
79,1.5649019950937946,84.29370312695895,3.516233648608237,4.198524048997099,2.688809122993162,-1.8236746835609148,32.06376130177751,39.262781682151214,330
80,1.5597659473370362,84.01704907053151,3.514773138461639,4.198840869468569,2.6743555987897745,-1.8176720770210877,32.21997626855924,39.47237839941986,330
81,1.5594815668184234,84.00173086716403,3.5132992979150073,4.198119631667182,2.6430294964336345,-1.8179238657973993,32.7120225448885,40.037541469513684,330
82,1.55468935359061,83.74359751414073,3.514484830704665,4.198320288264955,2.6584858447131823,-1.817160673909645,32.945022147355694,40.142730162011574,329
83,1.5488741079890418,83.43035835418966,3.5109677353595243,4.1980467610750285,2.629782173759164,-1.8110297241968543,32.857549597381336,40.1165626728546,329
84,1.538236598942558,82.85736718133292,3.5109358749578012,4.199047008209673,2.6622967647315545,-1.8094435644526072,32.629663328789654,39.87503330866132,327
85,1.527914258251028,82.30135260370756,3.509393098217416,4.197669918520713,2.682380966742509,-1.8026537331443495,32.379859014262976,39.61961987024145,326
86,1.5285252629756445,82.33426447360578,3.5066782411556563,4.197600624105256,2.6401894768922713,-1.8031542757366414,32.68215852457039,40.067324667444815,326
87,1.522647325284378,82.01764839394087,3.5109885623008092,4.197985718630326,2.693769409137257,-1.7965666438696486,32.99387423636739,40.24716716520102,326
88,1.5174859938489869,81.73963242800902,3.510305462695178,4.198164128530042,2.695787450704935,-1.7959771394311956,33.04539707211165,40.30253125568348,325
89,1.605818899130659,86.49769888680268,3.5222215314850214,4.222920057935785,2.6920548172137724,-1.822916991757235,32.856295641052824,40.09418103142496,339
90,1.5638491446744425,84.23699116610504,3.5163492154331264,4.200423045909808,2.629071246219689,-1.8294275689587538,33.33950238056361,40.52238496316615,329
91,1.5480915247767786,83.38820438085877,3.5134397623234963,4.198372063670128,2.631343871050918,-1.816317296828028,33.35156485472646,40.56886357314186,328
92,1.5323755631868592,82.54166152720488,3.515137522009075,4.198353213898968,2.6983970036642315,-1.8033689952639713,33.147486361012966,40.27804845768325,327
93,1.5269528268489705,82.24956494324317,3.50830390643132,4.197873789078739,2.6338485871981514,-1.802670753119494,33.007275861749356,40.2921849196155,326
94,1.5169573017136326,81.71115433925789,3.509190808443004,4.197955644238241,2.671566207861818,-1.7958941337499832,32.91990812745461,40.184384347174266,325
95,1.5118975960142693,81.43861246029738,3.5068097579555353,4.197918434710392,2.6540810507928123,-1.795344963527795,32.99903328622305,40.320066232195046,324
96,1.5065638960681105,81.1513118362076,3.50609090727422,4.197739340034368,2.656849703962618,-1.7893518988259454,33.03772281691292,40.336505612651585,324
97,1.5015453526671363,80.88098717121403,3.5037157727265953,4.19785490446139,2.6363048614501152,-1.7883879159763685,33.07740307192613,40.43267631588412,323
98,1.4908444050400238,80.30457886878683,3.5067479961367156,4.197306756122815,2.69951692300468,-1.7815447770741009,33.05467981523988,40.314538591575015,322
99,1.485868384561201,80.03654470798278,3.5058813026542324,4.197528212001444,2.698216006032282,-1.7753115642966961,33.11570360624461,40.386661855917744,322
100,1.480413677976106,79.74272604140161,3.504168333530808,4.19743662221161,2.6911707598773864,-1.7742377662318358,33.12942148982364,40.43384612547835,321
101,1.4752095869031632,79.46240682056631,3.5030568931470634,4.197717228550219,2.690162319231471,-1.773860289771637,33.130681310493344,40.44479269068758,320
102,1.4859035988304024,80.03844153038008,3.4982324882487936,4.192454851360723,2.6355034454892072,-1.7809702419814517,33.20069210329718,40.58499656066617,321
103,1.4960918298136696,80.58723226653154,3.5065859365661325,4.202845001527377,2.6594753656507684,-1.7879098523188452,33.78697527817091,40.99869158762305,322
104,1.4808005946928984,79.76356737393388,3.501457140697961,4.197952808231904,2.644554999824577,-1.780229415660985,33.673365085761986,40.997807625227495,320
105,1.4697543268466824,79.168558341158,3.501658387162809,4.198017952345714,2.6719601666204564,-1.7731015168894209,33.535818118317145,40.84213757482493,319
106,1.4539012274845928,78.31462853887025,3.4966186408455298,4.192162800008929,2.6598211033173382,-1.7705879947441516,33.32269982188509,40.69012464267011,316
107,1.4541462067235693,78.32782438583529,3.4991645719433246,4.196993378341778,2.688360455508818,-1.7600629827474803,33.346230327490304,40.69938049882204,318
108,1.455023751906683,78.37509350133121,3.496080777360074,4.197603515102162,2.6376728619288525,-1.765575132998529,33.64948900485925,41.06026204078849,317
109,1.449042163761236,78.05289427291893,3.4959014526387993,4.196406678544622,2.645120521151077,-1.7588271887545277,33.79269513542102,41.19696040482682,317
110,1.4386709371480566,77.49424644709048,3.49758697990267,4.197098662004674,2.698012437629632,-1.7516428147438297,33.52446663707275,40.84446688602949,316
111,1.433445432156979,77.21277376203588,3.4956989619989507,4.196909312093871,2.6928942772989077,-1.7513097768253418,33.39042251934235,40.764203830749366,315
112,1.4333958900838095,77.21010517012333,3.492875380810072,4.197105220217278,2.6483923655058113,-1.7511840784846122,33.67370212742761,41.11212504270441,315
113,1.42806487344776,76.92294908297353,3.49551076423368,4.196244829545076,2.6832134764261997,-1.7446206812145286,33.91080564765892,41.27256611507568,315
114,1.4229203181741186,76.64583676775116,3.4942333590450834,4.1968026018066595,2.684960445221862,-1.7436362428649814,33.7850680599871,41.15574924454392,314
115,1.417429032731308,76.35004777498811,3.491197414255986,4.196227405416926,2.669922120529456,-1.7425325036061032,33.61126807392732,41.03237216951879,313
116,1.412409228794446,76.07965521102183,3.4889094081576237,4.196558172556389,2.664105530655056,-1.7419837011363046,33.45598581472246,40.937269906716935,312
117,1.412578792940193,76.08878881159706,3.487376295811431,4.196870541112335,2.634098605983684,-1.7421680980861822,33.723267448788484,41.240704611971786,312
118,1.4075983731469897,75.82051768100095,3.491994243745711,4.196795527524874,2.68378702970616,-1.735841378420618,34.050076369857344,41.43649987692296,312
119,1.4333920485221476,77.20989824377314,3.491585878898649,4.189287343772767,2.660031949282934,-1.7567879869499758,33.889346908026745,41.16703904201915,314
120,1.4382550176792908,77.47184287655712,3.495576227046425,4.201144545237731,2.650011641082063,-1.7573176114092575,34.067648550088656,41.36216559728765,315
121,1.4173547174485526,76.34604477007024,3.4938988589692483,4.196925753814179,2.6936969083341418,-1.7427628393326555,33.75168100943646,41.02198772703674,313
122,1.406981663677643,75.78729852409039,3.49159162968384,4.196901090271507,2.697073130067154,-1.7352637407600366,33.46482299584788,40.78818812957494,312
123,1.4012037783587625,75.47607178190572,3.4885729299834787,4.196688955833435,2.6806995515145213,-1.7344350518111926,33.40210697922146,40.81506138506309,311
124,1.3967008232726328,75.23351936621818,3.4869021151089825,4.196339302740304,2.6695398084864568,-1.7280392046289716,33.410688917712235,40.858374219876424,311
125,1.391284788852726,74.94178378216989,3.4855485210036417,4.196181412764837,2.671695307817951,-1.7326888725308258,33.38984948261314,40.839876773287166,309
126,1.3862287677978349,74.66944037718937,3.4838912547260388,4.195770804194879,2.661289185949965,-1.7260735249920125,33.3700433438796,40.85376069244676,309
127,1.3804366761974138,74.35744841131499,3.483198941484065,4.195456241846729,2.667817533540102,-1.7195393742714093,33.27215987470977,40.74795214258888,309
128,1.3752364150256224,74.07733548873459,3.4836274447098883,4.19654355365607,2.684008069130594,-1.7185829844462923,33.222444215660225,40.68794001196382,308
129,1.3705128024895008,73.82289732324247,3.480172442538601,4.194357133255019,2.6585256208771644,-1.717672415155695,33.26207748383125,40.7810749453613,307
130,1.3705085566270399,73.8226686191633,3.478452148610975,4.195863681881766,2.6372250579822927,-1.7177080769362936,33.312029905516525,40.88159339768709,307
131,1.3647355108681518,73.51170256067292,3.4785782556105507,4.1955845546644195,2.6514257735606432,-1.7109669363015376,33.25287943255863,40.81191473576834,307
132,1.375392016895762,74.08571700903981,3.4825195584604582,4.188483624251573,2.676384659108382,-1.7184206130755166,33.745054045019884,41.11793533148924,308
133,1.3861115151535393,74.6631245442362,3.4886823636752826,4.200346502821317,2.6949138502817815,-1.7260471943596487,33.88841975386692,41.248795355864885,309
134,1.3698500035838939,73.78719555127383,3.4858502383832755,4.1981749992980655,2.6973343716306273,-1.712021613408506,33.7353756996425,41.16242984455477,308
135,1.3647827949260758,73.5142495242232,3.478794177297151,4.195715092938243,2.642540259937964,-1.711022510206629,33.59131052719714,41.16437554618679,307
136,1.3543220466259964,72.95077959801873,3.4812826020756744,4.195755769877104,2.699226257883075,-1.703421414006958,33.32366688599416,40.864216180205034,306
137,1.3546417018378962,72.96799787853683,3.480352041587074,4.195911764444989,2.676480329780849,-1.703574708739156,33.691961507697364,41.25434553511566,306
138,1.3547039213192407,72.97134934112401,3.4781127815565127,4.195824004004723,2.642142168479886,-1.7034912994217157,33.887639684793655,41.45023191903855,306
139,1.349314997503458,72.68107407422197,3.4765867130506125,4.196258226051591,2.644725254926797,-1.7023383270190764,33.67308060941856,41.27708509224051,305
140,1.3441891937970554,72.40497181525036,3.4733769291841643,4.196612664794988,2.632270655366611,-1.7014238498912502,33.411988203265814,41.064605154983276,304
141,1.3389913790695755,72.12499067079483,3.4726366397371127,4.195850781215982,2.6391006118876117,-1.6950436046971957,33.29926524979532,40.99284868101728,304
142,1.3389145230206971,72.1208508070922,3.473439372740961,4.1960023929619235,2.637841830893275,-1.695057731610264,33.59980731390034,41.29040553417739,304
143,1.3340066759761655,71.8564888195292,3.4754777099091454,4.196207586734141,2.668286095904868,-1.6937809113323188,33.61961195858585,41.22740227746052,303
144,1.3286444309174914,71.56765060826295,3.4722884821666766,4.195534582569042,2.6490198126838553,-1.6869434054016965,33.3945201718652,41.04619550953222,303
145,1.3231708992276219,71.27281792431958,3.471373665098864,4.1957439573980455,2.664058512378051,-1.6860649112944592,33.16734508187535,40.85874389007758,302
146,1.3181691588445197,71.00339835664494,3.4726160162875095,4.19586805747139,2.6883611693898826,-1.6795829780331424,33.10962161613893,40.79196924883506,302
147,1.3184664436640334,71.01941165230103,3.4738146874457896,4.195347750909715,2.6869753836302124,-1.679793840292355,33.46501751186519,41.14127834456325,302
148,1.318293040102702,71.01007124097441,3.4701426486639693,4.196065828878837,2.6507536817766586,-1.6851739865098712,33.4426191014044,41.14429319149828,301
149,1.323872422244268,71.3106055768929,3.467523652225441,4.184534803011309,2.6646322789106516,-1.6863812036302581,33.037928170775885,40.66184230912503,302
150,1.3601216766554785,73.26317762261326,3.4767525840839255,4.201240476440081,2.6400211837268666,-1.715777469309528,33.4949493613756,41.046694544970684,305
151,1.3395306867947354,72.1540405700353,3.4758956827369127,4.195703567262997,2.674198661305034,-1.7007216920098716,33.491363029025784,41.0462053156659,303
152,1.3290286565120697,71.58834698305493,3.475812179626641,4.195744519551191,2.696427051131168,-1.6928138295817332,33.329808599922345,40.868302643225604,302
153,1.3236741274998955,71.29992439790138,3.4746554404904435,4.196363050482315,2.6928340297696836,-1.6861104874993165,33.27302769298771,40.85283588259973,302
154,1.318633896753293,71.02843154047166,3.472301781313945,4.1957929878569455,2.681747855329962,-1.685043785043406,33.229879126701434,40.85270645265791,301
155,1.3134751321324272,70.75055383642601,3.4729305773503527,4.195797286482793,2.696791414385091,-1.678524839793589,33.20860833999321,40.8263251809212,301
156,1.3132020634442203,70.73584494666221,3.4696192030612285,4.196349384378125,2.664695973142795,-1.6839115230941766,33.236115055926255,40.90308836809665,300
157,1.3077959946944353,70.4446461650727,3.470018470757559,4.195609431921248,2.679191623358613,-1.6773783325850857,33.18660088296571,40.84337405460518,300
158,1.3030329186405918,70.18808229071344,3.470762691935287,4.195339917236225,2.699983457940659,-1.676425373206175,33.174058099115534,40.81792110626284,299
159,1.3033573559038205,70.20555815721221,3.468111467035994,4.1954020570061195,2.666300786624286,-1.67627880896028,33.253984518546055,40.946993847659506,299
160,1.3034100438655642,70.20839620292978,3.4648625780221494,4.195685302232799,2.6308501373847837,-1.6817992883033976,33.3198093248819,41.074938058306316,298
161,1.2978870806495706,69.9109008817086,3.467864133752208,4.195561297751176,2.673348140468748,-1.6750812261110137,33.33765795318198,41.02476444658572,298
162,1.2980735056918902,69.92094269724848,3.464021404592563,4.196066962029683,2.632763831012711,-1.675366426273468,33.29076744042025,41.06214198725253,298
163,1.293463613844243,69.67263011532883,3.4664623858156745,4.196640912532072,2.6687371180046218,-1.6744879201095209,33.27568841807217,40.98366325567302,297
164,1.288003392619118,69.37851440175622,3.46850906693551,4.1956235749123225,2.696396337945361,-1.6674467270234996,33.32067807371405,40.98234242711097,297
165,1.2874525221379407,69.34884167276275,3.466806213058136,4.195862008850563,2.6794834862925194,-1.6674702882406252,33.37314972896719,41.06375085817118,297
166,1.3090153642307354,70.5103277055252,3.471070722008039,4.18482689434833,2.6787137407179737,-1.6888978346592105,33.71351889594897,41.047029587744966,298
167,1.3250793286429356,71.37561578838873,3.475472204020004,4.201968615940368,2.655378369801326,-1.6979281889133206,33.86531768239223,41.051007697556734,300
